ID,Source,loc_key,score_Expert,label_Expert,score_EWM,label_EWM,score_CRITIC,label_CRITIC,score_AHP,label_AHP,score_Multiplicative,label_Multiplicative,score_MeanDev,label_MeanDev
3211.0,4-5,location4,0.369343467240466,高风险,0.21077709025789296,中风险,0.5328478495091835,高风险,0.6049833469219722,高风险,0.42392077229559766,高风险,0.44953609556301627,高风险
3225.0,4-5,location4,0.20066238688466576,中风险,0.08041575124384462,低风险,0.34023708028150135,中风险,0.426063484124655,高风险,0.26345329848177856,中风险,0.2822387718833337,中风险
3230.0,4-5,location4,0.40459938135001045,高风险,0.3014149512262265,中风险,0.4723114557114737,高风险,0.5124940376538131,高风险,0.41527781390237095,高风险,0.42874014819717104,高风险
3240.0,4-5,location4,0.3202183739352107,中风险,0.2020689883229076,中风险,0.4250633190189665,高风险,0.5338831290108125,高风险,0.3732729610707861,高风险,0.38700514545089554,高风险
3244.0,4-5,location4,0.22096330479263218,中风险,0.08855137441594937,低风险,0.3746587033035126,高风险,0.4691681234598195,高风险,0.2901067429468621,中风险,0.3107927337264272,中风险
3249.0,4-5,location4,0.38980919152160465,高风险,0.23190756009626476,中风险,0.5483088595435519,高风险,0.6115154262697075,高风险,0.43822541079757643,高风险,0.46391061530317473,高风险
3257.0,4-5,location4,0.38474178373635176,高风险,0.225395174567189,中风险,0.5385146230520411,高风险,0.6758982785756952,高风险,0.4596055840610464,高风险,0.47993602539830843,高风险
3258.0,4-5,location4,0.47237243004071433,高风险,0.3221064659274506,中风险,0.5886298605663193,高风险,0.7399880576040535,高风险,0.5352768010677332,高风险,0.5502414613659411,高风险
3265.0,4-5,location4,0.05581908343650248,低风险,0.022369581055911438,低风险,0.09464515132744306,低风险,0.1185198359235628,低风险,0.07328589018543151,低风险,0.07851152276897244,低风险
3273.0,4-5,location4,0.05213218303513354,低风险,0.020892050213483428,低风险,0.08839375440485256,低风险,0.11069149472312291,低风险,0.06844529157103983,低风险,0.07332576644715297,低风险
3284.0,4-5,location4,0.2306996230600523,中风险,0.09268202188058629,低风险,0.3908268155791996,高风险,0.4891876801477384,高风险,0.3026673639579258,中风险,0.32423217253584147,中风险
3313.0,4-5,location4,0.07688400676551788,低风险,0.08092518064518697,低风险,0.0557851162987483,低风险,0.020130046257590687,低风险,0.05223804051105058,低风险,0.05228011440050866,低风险
3316.0,4-5,location4,0.21532686618869468,中风险,0.08676486535036197,低风险,0.3643466617922556,高风险,0.4562650405235938,高风险,0.28240458571394284,中风险,0.3024588558887371,中风险
3318.0,4-5,location4,0.1101803253198208,低风险,0.06495318494292365,低风险,0.15586741152832304,低风险,0.17454792106161374,低风险,0.12444444075176433,低风险,0.1317895058442868,低风险
3319.0,4-5,location4,0.13660804062913542,低风险,0.05474587631341018,低风险,0.23162846614272775,中风险,0.29005783621693615,中风险,0.17935518191341127,低风险,0.19214405955769137,低风险
3333.0,4-5,location4,0.4701613950705135,高风险,0.309874824685234,中风险,0.6030189829545443,高风险,0.7577614114070145,高风险,0.5396278745653121,高风险,0.5568850730155975,高风险
3334.0,4-5,location4,0.16953470081953767,低风险,0.06794128456241039,低风险,0.2874579162979412,中风险,0.35997052777369853,高风险,0.2225851931269031,中风险,0.23845657621135008,中风险
3335.0,4-5,location4,0.1987793693157689,低风险,0.07966112914072355,低风险,0.3370442925861747,中风险,0.4220653007155577,高风险,0.2609810504569897,中风险,0.279590240814152,中风险
3342.0,4-5,location4,0.0,低风险,0.0,低风险,0.0,低风险,0.0,低风险,0.0,低风险,0.0,低风险
3357.0,4-5,location4,0.09546717533712572,低风险,0.038258613101594015,低风险,0.1618712580055928,低风险,0.20270404421658672,中风险,0.12534059137729747,低风险,0.13427797177459116,低风险
3369.0,4-5,location4,0.0,低风险,0.0,低风险,0.0,低风险,0.0,低风险,0.0,低风险,0.0,低风险
3379.0,4-5,location4,0.038387331058099446,低风险,0.04040504431354046,低风险,0.027852889275212137,低风险,0.010050708624769011,低风险,0.026081873711913093,低风险,0.02610288073784054,低风险
3380.0,4-5,location4,0.30715934837936315,中风险,0.20513924886020618,中风险,0.3987149399726207,高风险,0.41788102468382204,高风险,0.3235378873559811,中风险,0.3405784045055497,中风险
3390.0,4-5,location4,0.34743012220518665,中风险,0.21430538063421398,中风险,0.4690744862712909,高风险,0.5890251253142841,高风险,0.4081486071088818,高风险,0.4241349974065963,高风险
3392.0,4-5,location4,0.0,低风险,0.0,低风险,0.0,低风险,0.0,低风险,0.0,低风险,0.0,低风险
3402.0,4-5,location4,0.0,低风险,0.0,低风险,0.0,低风险,0.0,低风险,0.0,低风险,0.0,低风险
3410.0,4-5,location4,0.256164944433675,中风险,0.12266761129597899,低风险,0.4045688650017026,高风险,0.4867685249449155,高风险,0.31687723705852444,中风险,0.3380016670808657,中风险
