where,curve_idx,direction,a5,a4,a3,a2,a1,a0
loc5,0,1,2.052764343667073e-12,-2.017590077569685e-09,6.233377833261625e-07,-7.549216882164122e-05,0.004276731915163275,-3.2629
loc5,1,1,2.052764343667073e-12,-2.017590077569685e-09,6.233377833261625e-07,-7.549216882164122e-05,0.004276731915163275,6.47001011
loc5,2,1,2.052764343667073e-12,-2.017590077569685e-09,6.233377833261625e-07,-7.549216882164122e-05,0.004276731915163275,10.17001
loc5,3,1,2.052764343667073e-12,-2.017590077569685e-09,6.233377833261625e-07,-7.549216882164122e-05,0.004276731915163275,13.870010114151755
loc5,4,1,2.052764343667073e-12,-2.017590077569685e-09,6.233377833261625e-07,-7.549216882164122e-05,0.004276731915163275,17.57001011
loc5,5,2,-8.727222260211208e-12,5.386349784088073e-09,-1.0030981610495853e-06,4.557362124886899e-05,0.002243123675313165,20.1897852
loc5,6,2,-8.727222260211208e-12,5.386349784088073e-09,-1.0030981610495853e-06,4.557362124886899e-05,0.002243123675313165,23.889785254536367
loc5,7,2,-8.727222260211208e-12,5.386349784088073e-09,-1.0030981610495853e-06,4.557362124886899e-05,0.002243123675313165,27.5897852
loc5,8,2,-8.727222260211208e-12,5.386349784088073e-09,-1.0030981610495853e-06,4.557362124886899e-05,0.002243123675313165,31.28978525
loc5,9,2,-8.727222260211208e-12,5.386349784088073e-09,-1.0030981610495853e-06,4.557362124886899e-05,0.002243123675313165,41.0226852
